NAME OF COMPANY,SYMBOL,SECTOR
T T Ltd,TTL,Textiles
T. Spiritual World Ltd.,TSPIRITUAL,Information Technology
T.V.Today Network Limited,TVTODAY,"Media, Entertainment & Publication"
TAAL Enterprises Limited,TAALENT,Services
Taaza International Limited,TAAZAINT,Consumer Services
Tai Industries Ltd.,TAIIND,Services
Tainwala Chemicals & Plastics Ltd,TAINWALCHM,Capital Goods
Taj GVK Hotels & Resorts Ltd.,TAJGVK,Consumer Services
Take Solutions Ltd,TAKE,Healthcare
"Talbros Automotive Components Ltd.,",TALBROAUTO,Automobile and Auto Components
TALBROS ENGINEERING LIMITED,TALBROSENG,Automobile and Auto Components
Tamboli Capital Limited,TAMBOLI,Financial Services
Tamil Nadu Newsprint And Papers Ltd,TNPL,Forest Materials
Tamilnadu Petroproducts Ltd,TNPETRO,Chemicals
Tamilnadu Steel Tubes Ltd.,TNSTLTU,Capital Goods
"Tamilnadu Telecommunications Ltd.,",TNTELE,Telecommunication
Taneja Aerospace & Aviation Ltd.,TANAA,Capital Goods
"TANFAC Industries Ltd.,",TANFACIND,Chemicals
TANLA PLATFORMS LIMITED,TANLA,Information Technology
Tantia Constructions Limited,TANTIACONS,Construction
Tanvi Foods (India) Limited,TANVI,Fast Moving Consumer Goods
"Taparia Tools Ltd.,",TAPARIA,Capital Goods
Tarai Foods Ltd.,TARAI,Fast Moving Consumer Goods
TARAPUR TRANSFORMERS LIMITED,TARAPUR,Capital Goods
TARC LIMITED,TARC,Realty
Tarini International Limited,TARINI,Services
Tarmat Limited,TARMAT,Construction
Tarsons Products Limited,TARSONS,Healthcare
Tashi India Ltd.,TASHIND,Services
"Tasty Bite Eatables Ltd.,",TASTYBIT,Fast Moving Consumer Goods
Tasty Dairy Specialities Limited,TDSL,Fast Moving Consumer Goods
Tata Chemicals Ltd,TATACHEM,Chemicals
Tata Coffee Ltd,TATACOFFEE,Fast Moving Consumer Goods
Tata Communications Limited,TATACOMM,Telecommunication
Tata Consultancy Services Ltd.,TCS,Information Technology
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Fast Moving Consumer Goods
Tata Elxsi Ltd,TATAELXSI,Information Technology
"Tata Investment Corporation Ltd.,",TATAINVEST,Financial Services
Tata Metaliks Ltd,TATAMETALI,Metals & Mining
Tata Motors Ltd.,TATAMOTORS,Automobile and Auto Components
Tata Motors Ltd.,TATAMTRDVR,Automobile and Auto Components
Tata Power Co. Ltd,TATAPOWER,Power
TATA STEEL LIMITED,TATASTEEL,Metals & Mining
TATA STEEL LONG PRODUCTS LIMITED,TATASTLLP,Capital Goods
Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunication
Tatia Global Vennture Limited,TATIAGLOB,Realty
Tatva Chintan Pharma Chem Limited,TATVA,Chemicals
Tavernier Resources Limited,TAVERNIER,Services
Taylormade Renewables Limited,TRL,Capital Goods
TCFC Finance Ltd,TCFCFINQ,Financial Services
TCI Developers Limited,TCIDEVELOP,Realty
TCI Express Limited,TCIEXP,Services
TCI Finance Limited,TCIFINANCE,Financial Services
"TCI Industries Ltd.,",TCIIND,Services
TCM Ltd.,TCMLMTD,Chemicals
TCNS Clothing Co. Limited,TCNSBRANDS,Textiles
TCPL Packaging Limited,TCPLPACK,Capital Goods
TD Power Systems Ltd,TDPOWERSYS,Capital Goods
TeamLease Services Limited,TEAMLEASE,Services
Tech Mahindra Limited,TECHM,Information Technology
TECHINDIA NIRMAN LIMITED,TECHIN,Realty
Techno Electric & Engineering Company Limited,TECHNOE,Construction
Technocraft Industries (India) Ltd.,TIIL,Capital Goods
"Technojet Consultants Ltd.,",TECHCON,Services
TechNVision Ventures Limited,TECHNVISN,Information Technology
Tega Industries Limited,TEGA,Capital Goods
Tejas Networks Limited,TEJASNET,Telecommunication
TEJASSVI AAHARAM LIMITED,TEJASSVI,Textiles
Tejnaksh Healthcare Limited,TEJNAKSH,Healthcare
TeleCanor Global Limited,TELECANOR,Information Technology
Tera Software Ltd.,TERASOFT,Information Technology
Terai Tea Co. Ltd.,TERAI,Fast Moving Consumer Goods
Terraform Magnum Limited,TERRAFORM,Financial Services
Terraform Realstate Limited,TERRAREAL,Services
Texel Industries Ltd.,TEXELIN,Capital Goods
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,Realty
Texmaco Rail & Engineering Limited,TEXRAIL,Capital Goods
Texmo Pipes and Products Limited,TEXMOPIPES,Capital Goods
TGB Banquets and Hotels Limited,TGBHOTELS,Consumer Services
TGV SRAAC LIMITED,TGVSL,Chemicals
"Thacker & Co. Ltd.,",THACKER,Financial Services
Thakker's Developers Ltd.,THAKDEV,Realty
Thakral Services (India) Limited,THAKRAL,Capital Goods
Thangamayil Jewellery Limited,THANGAMAYL,Consumer Durables
The Andhra Sugars Ltd.,ANDHRSUGAR,Chemicals
The Anup Engineering Ltd,ANUP,Capital Goods
The Byke Hospitality    Ltd,THEBYKE,Consumer Services
The Hi-Tech Gears Limited,HITECHGEAR,Automobile and Auto Components
The Indian Wood Products Co. Ltd.,IWP,Forest Materials
THE INVESTMENT TRUST OF INDIA LIMITED,THEINVEST,Financial Services
The Mandhana Retail Ventures Limited,TMRVL,Textiles
The New India Assurance Company Limited,NIACL,Financial Services
"The Phoenix Mills Ltd.,",PHOENIXLTD,Realty
The Phosphate Company Limited,PHOSPHATE,Chemicals
The Ramco Cements Limited,RAMCOCEM,Construction Materials
The Yamuna Syndicate Ltd ,YSL,Services
Themis Medicare Ltd.,THEMISMED,Healthcare
Thermax Ltd.,THERMAX,Capital Goods
THINKINK PICTUREZ LIMITED,THINKINK,"Media, Entertainment & Publication"
Thirani Projects Limited,TPROJECT,Financial Services
Thirdwave Financial Intermediaries,THIRDFIN,Financial Services
"Thirumalai Chemicals Ltd.,",TIRUMALCHM,Chemicals
"Thomas Cook (India) Ltd.,",THOMASCOOK,Consumer Services
THOMAS SCOTT (INDIA) LIMITED,THOMASCOTT,Textiles
Thyrocare Technologies Limited,THYROCARE,Healthcare
TIAAN CONSUMER LIMITED,TIAANC,Fast Moving Consumer Goods
Tide Water Oil (India) Ltd.,TIDEWATER,"Oil, Gas & Consumable Fuels"
Tierra Agrotech Limited,TIERRA,Fast Moving Consumer Goods
Tiger Logistics (India) Limited,TIGERLOGS,Services
TIJARIA POLYPIPES LIMITED,TIJARIA,Capital Goods
"TIL Ltd.,",TIL,Capital Goods
Tilak Ventures Limited,TILAK,Financial Services
Tilaknagar Industries Ltd,TI,Fast Moving Consumer Goods
Time Technoplast Limited,TIMETECHNO,Capital Goods
Times Green Energy (India) Limited,TIMESGREEN,Fast Moving Consumer Goods
Times Guaranty Ltd.,TIMESGTY,Financial Services
Timex Group India Ltd,TIMEX,Consumer Durables
Timken India Ltd,TIMKEN,Capital Goods
TINE AGRO LIMITED,TINEAGRO,Services
Tinna Rubber and Infrastructure Limited,TINNARUBR,Chemicals
Tinna Trade Limited,TINNATFL,Services
"Tinplate Company of India Ltd.,",TINPLATE,Capital Goods
Tips Industries Limited,TIPSINDLTD,"Media, Entertainment & Publication"
Tirupati Fin-Lease Ltd.,TFLL,Financial Services
TIRUPATI FOAM LIMITED,TIRUFOAM,Consumer Durables
Tirupati Sarjan Ltd.,TIRSARJ,Realty
Tirupati Starch & Chemicals Ltd.,TIRUSTA,Fast Moving Consumer Goods
Titaanium Ten Enterprise Limited,TITAANIUM,Textiles
Titagarh Wagons Ltd,TWL,Capital Goods
Titan Bio-Tech Ltd.,TITANBIO,Chemicals
Titan Company Limited,TITAN,Consumer Durables
TITAN INTECH LIMITED,TITANIN,Textiles
Titan Securities Ltd.,TITANSEC,Financial Services
"Tivoli Construction Ltd.,",TVOLCON,Realty
TMT (India) ltd.,TMTIND-B1,Capital Goods
Tokyo Finance Ltd.,TOKYOFIN,Financial Services
Tokyo Plast International Ltd.,TOKYOPLAST,Consumer Durables
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Healthcare
TORRENT POWER LIMITED,TORNTPOWER,Power
Tourism Finance Corpn. Of India Ltd,TFCILTD,Financial Services
Toyam Industries Limited,TOYAMIND,Financial Services
TPL Plastech Limited,TPLPLAST,Capital Goods
TRADEWELL HOLDINGS LIMITED,TRADEWELL,Services
Trans Financial Resources Ltd,TRANSFIN,Financial Services
Transchem Limited.,TRANSCHEM,Healthcare
Transcorp International Ltd.,TRANSCOR,Financial Services
Transformers and Rectifiers (India) Limited,TRIL,Capital Goods
"Trans-Freight Containers Ltd.,",TRANSFRE,Capital Goods
Transgene Biotek Ltd.,TRABI,Healthcare
Transglobe Foods Ltd.,TRANSFD,Fast Moving Consumer Goods
"Transoceanic Properties Ltd.,",TRANOCE,Services
"Transpek Industry Ltd.,",TRANSPEK,Chemicals
Transport Corporation of India Ltd,TCI,Services
Transwarranty Finance Limited,TFL,Financial Services
Tree House Education & Accessories Limited,TREEHOUSE,Consumer Services
Trejhara Solutions Limited,TREJHARA,Information Technology
Trent Ltd [Lakme Ltd],TRENT,Consumer Services
TRESCON LIMITED,TRESCON,Realty
Tribhovandas Bhimji Zaveri Limited,TBZ,Consumer Durables
Tricom Fruit Products Limited,TRICOMFRU,Fast Moving Consumer Goods
Trident Ltd,TRIDENT,Textiles
Trident Texofab Limited,TTFL,Textiles
Trigyn Technologies Ltd.,TRIGYN,Information Technology
Trimurthi Limited,TRIMURTHI,Consumer Services
Trinity League India Limited,TRINITYLEA,Financial Services
Trio Mercantile & Trading Limited,TRIOMERC,Financial Services
"Triochem Products Ltd.,",TRIPR,Healthcare
Trishakti Electronics & industries,TRISHAKT,Financial Services
"Triton Valves Ltd.,",TRITONV,Automobile and Auto Components
Triveni Engineering & Industries Ltd,TRIVENI,Fast Moving Consumer Goods
Triveni Enterprises Limited,TRIVENIENT,Services
"Triveni Glass Ltd.,",TRIVENIGQ,Construction Materials
Triveni Turbine Limited,TRITURBINE,Capital Goods
Trivikrama Industries Ltd.,TRIVIKRAMA,Services
TTI Enterprise Limited,TTIENT,Financial Services
"TTK Healthcare Ltd.,",TTKHEALTH,Diversified
TTK Prestige Ltd.,TTKPRESTIG,Consumer Durables
TTL ENTERPRISES LIMITED,TTLEL,Services
Tube Investments of India Ltd,TIINDIA,Automobile and Auto Components
Tulasee Bio-Ethanol Ltd.,TULASEEBIOE,Chemicals
Tulive Developers Limited,TULIVE,Capital Goods
Tuni Textile Mills Ltd.,TUNITEX,Textiles
TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA,Chemicals
TV18 Broadcast Ltd.,TV18BRDCST,"Media, Entertainment & Publication"
TVS Electronics Ltd.,TVSELECT,Information Technology
TVS Motor Company Ltd.,TVSMOTOR,Automobile and Auto Components
"TVS Srichakra Ltd.,",TVSSRICHAK,Automobile and Auto Components
Twentyfirst Century Management Serv,21STCENMGM,Financial Services
"Twin Roses Trades & Agencies Ltd.,",TWIROST,Services
Tyche Industries Ltd.,TYCHE,Healthcare
Typhoon Financial Services Limited,TFSL,Financial Services
Tyroon Tea Co. Ltd.,TYROON,Fast Moving Consumer Goods
U. H. ZAVERI LIMITED,UHZAVERI,Consumer Durables
U. Y. FINCORP LIMITED,UYFINCORP,Financial Services
"U.P. Hotels Ltd.,",UPHOT,Consumer Services
"Ucal Fuel Systems Ltd.,",UCALFUEL,Automobile and Auto Components
UCO Bank,UCOBANK,Financial Services
Udaipur Cement Works Limited,UDAICEMENT,Construction Materials
Uday Jewellery Industries Limited.,UDAYJEW,Consumer Durables
Uflex Limited,UFLEX,Capital Goods
UFO Moviez India Limited,UFO,"Media, Entertainment & Publication"
Ugar Sugar Works Ltd.,UGARSUGAR,Fast Moving Consumer Goods
UGRO CAPITAL LIMITED,UGROCAP,Financial Services
Ujaas Energy Limited,UJAAS,Capital Goods
Ujjivan Financial Services Limited,UJJIVAN,Financial Services
Ujjivan Small Finance Bank Limited,UJJIVANSFB,Financial Services
Ultracab (India) Limited,ULTRACAB,Capital Goods
"Ultramarine & Pigments Ltd.,",ULTRAMAR,Chemicals
UltraTech Cement Ltd,ULTRACEMCO,Construction Materials
Uma Exports Limited,UMAEXPORTS,Services
Umang Dairies Limited,UMANGDAIR,Fast Moving Consumer Goods
Umiya Tubes Limited,UMIYA,Capital Goods
"Uni-Abex Alloy Products Ltd.,",UNIABEXAL,Capital Goods
"Unichem Laboratories Ltd.,",UNICHEMLAB,Healthcare
Unick Fix-A- Form and Printers Limited,UNICK,"Media, Entertainment & Publication"
"Unijolly Investments Co. Ltd.,",UNIJOLL,Financial Services
Unimode Overseas Ltd.,UNIMOVR,Consumer Durables
Union Bank of India,UNIONBANK,Financial Services
Union Quality Plastics Ltd.,UNQTYMI,Capital Goods
Uniphos Enterprises Limited.,UNIPHOS,Chemicals
Unique Organics Ltd.,UNIQUEO,Fast Moving Consumer Goods
Uniroyal Industries Ltd,UNIROYAL,Textiles
Uniroyal Marine Exports Ltd.,UNRYLMA,Fast Moving Consumer Goods
Unishire Urban Infra Limited,UNISHIRE,Realty
Unison Metals Ltd,UNISON,Capital Goods
Unistar Multimedia Ltd,UNISTRMU,"Media, Entertainment & Publication"
Unitech International Ltd,UNITINT,Chemicals
"Unitech Ltd.,",UNITECH,Realty
United Breweries Ltd.,UBL,Fast Moving Consumer Goods
United Credit ltd.,UNITDCR,Financial Services
"United Drilling Tools Ltd.,",UNIDT,Capital Goods
United Interactive Limited,UNITEDINT,Information Technology
United Leasing & Industries Ltd,UNTTEMI,Textiles
United Spirits Limited,UNITDSPR,Fast Moving Consumer Goods
United Textiles Ltd.,UNITEDTE,Textiles
"United Van Der Horst Ltd.,",UVDRHOR,Capital Goods
Universal Arts Ltd,UNIVARTS,"Media, Entertainment & Publication"
Universal Autofoundry Limited,UNIAUTO,Automobile and Auto Components
"Universal Cables Ltd.,",UNIVCABLES,Capital Goods
Universal Office Automation Limited,UNIOFFICE,Services
Universal Starch-Chem Allied Ltd.,UNIVSTAR,Fast Moving Consumer Goods
UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO,Fast Moving Consumer Goods
Uniworth Securities Limited,UNIWSEC,Textiles
Unjha Formulations Ltd.,UNJHAFOR,Healthcare
UPL Limited,UPL,Chemicals
Upsurge Investment And Finance Ltd.,UPSURGE,Financial Services
Urja Global Limited,URJAGLOBA,Capital Goods
USG Tech Solutions Ltd,USGTECH,Information Technology
Usha Martin Education & Solutions Limited,UMESLTD,Consumer Services
Usha Martin Ltd.,USHAMART,Capital Goods
Ushakiran Finance Ltd.,USHAKIRA,Financial Services
Ushdev International Ltd,USHDI,Metals & Mining
UTI Asset Management Company Limited,UTIAMC,Financial Services
UTIQUE ENTERPRISES LIMITED,UTIQUE,Financial Services
UTL Industries Limited,UTLINDS,Realty
Uttam Galva Steels Ltd.,UTTAMSTL,Capital Goods
Uttam Sugar Mills Ltd,UTTAMSUGAR,Fast Moving Consumer Goods
V B INDUSTRIES LIMITED,VBIND,Financial Services
V R FILMS & STUDIOS LIMITED,VRFILMS,"Media, Entertainment & Publication"
V R Woodart Ltd,VRWODAR,Automobile and Auto Components
V.B.C. Ferro Alloys Ltd.,VBCFERROQ,Capital Goods
V.B.Desai Financial Services Ltd,VBDESAI,Financial Services
"V.I.P. Industries Ltd.,",VIPIND,Consumer Durables
V.S.T.Tillers Tractors Ltd.,VSTTILLERS,Capital Goods
V2 Retail Limited,V2RETAIL,Consumer Services
VA Tech Wabag Limited,WABAG,Utilities
Vaarad Ventures Ltd,VAARAD,Financial Services
"Vadilal Enterprises Ltd.,",VADILENT,Fast Moving Consumer Goods
"Vadilal Industries Ltd.,",VADILALIND,Fast Moving Consumer Goods
Vaghani Techno-Build Limited,VAGHANI,Fast Moving Consumer Goods
Vaibhav Global Ltd,VAIBHAVGBL,Consumer Durables
Vakrangee Limited,VAKRANGEE,Information Technology
Vaksons Automobiles Limited,VAL,Automobile and Auto Components
Valiant Communications Ltd.,VALIANT,Telecommunication
Valiant Organics Limited,VALIANTORG,Chemicals
Vallabh Steels ltd,VALLABHSQ,Capital Goods
Valley Magnesite Company Limited,VALLEY,Financial Services
Valson Industries Ltd.,VALSONQ,Textiles
Vama Industries Limited,VAMA,Information Technology
Vamshi Rubber Ltd.,VAMSHIRU,Automobile and Auto Components
Vandana Knitwear Limited,VANDANA,Textiles
Vani Commercials Limited,VANICOM,Financial Services
Vanta Bioscience Limited,VANTABIO,Healthcare
"Vapi Paper Mills Ltd.,",VAPIPPR,Forest Materials
Vardhan Capital & Finance Limited,VARDHANCFL,Financial Services
Vardhman Concrete Limited,VARDHMAN,Construction Materials
Vardhman Holdings Limited,VHL,Financial Services
"Vardhman Polytex Ltd.,",VARDMNPOLY,Textiles
Vardhman Special Steels Ltd,VSSL,Capital Goods
Vardhman Textiles Limted,VTL,Textiles
VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Services
Varroc Engineering Limited,VARROC,Automobile and Auto Components
Varun Beverages Limited,VBL,Fast Moving Consumer Goods
"Varun Mercantile Ltd.,",VARUNME,Services
Vas Infrastructure  Ltd.,VASINFRA,Realty
Vascon Engineers Limited,VASCONEQ,Construction
Vasundhara Rasayans Ltd.,VRL,Healthcare
Vaswani Industries Limited,VASWANI,Capital Goods
VCU Data Management Limited,VCU,Information Technology
Vedant Fashions Limited,MANYAVAR,Consumer Services
Vedanta Limited,VEDL,Metals & Mining
VEDAVAAG Systems Limited,VEDAVAAG,Information Technology
Veejay Lakshmi Engineering Works Lt,VJLAXMIE,Capital Goods
Veer Energy & Infrastructure Limited,VEERENRGY,Power
Veer Global Infraconstruction Limited,VGIL,Realty
VEERAM SECURITIES LIMITED,VSL,Consumer Durables
Veerhealth Care Limited,VEERHEALTH,Healthcare
Vegetable Products Limited.,VEGETABLE,Fast Moving Consumer Goods
Velan Hotels Ltd.,VELHO,Consumer Services
Veljan Denison Limited,VELJAN,Automobile and Auto Components
Venky's (India) ltd.,VENKYS,Fast Moving Consumer Goods
Venlon Enterprises Ltd.,VENLONENT,Chemicals
"Ventura Guaranty Ltd.,",SHYAM,Services
Ventura Textiles Ltd.,VENTURA,Textiles
Venus Pipes & Tubes Limited,VENUSPIPES,Capital Goods
Venus Remedies Ltd.,VENUSREM,Healthcare
Veranda Learning Solutions Limited,VERANDA,Consumer Services
Veritas (India) Limited,VERITAS,Services
Vertex Securities Ltd.,VERTEX,Financial Services
Vesuvius India Ltd.,VESUVIUS,Capital Goods
VETO SWITCHGEARS AND CABLES LIMITED,VETO,Consumer Durables
V-Guard Industries Ltd.,VGUARD,Consumer Durables
Vibrant Global Capital Limited,VGCL,Financial Services
Viceroy Hotels Ltd.,VICEROY,Consumer Services
"Victoria Mills Ltd.,",VICTMILL,Realty
Vidhi Specialty Food Ingredients Limited,VIDHIING,Chemicals
Vidli Restaurants Limited,VIDLI,Consumer Services
Vijay Solvex Ltd.,VIJSOLX,Fast Moving Consumer Goods
Vijay Textiles Ltd.,VIJAYTX,Textiles
Vijaya Diagnostic Centre Limited,VIJAYA,Healthcare
VIJI FINANCE LIMITED,VFL,Financial Services
Vikalp Securities Ltd.,VIKALPS,Services
Vikas EcoTech Limited,VIKASECO,Chemicals
VIKAS LIFECARE LIMITED,VIKASLIFE,Services
VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,Fast Moving Consumer Goods
Vikas WSP Ltd.,VIKASWSP,Fast Moving Consumer Goods
Vikram Thermo (India) Ltd.,VIKRAMTH,Chemicals
Viksit Engineering Ltd,VIKSHEN,Services
Vimta Labs Ltd.,VIMTALABS,Healthcare
"Vinati Organics Ltd.,",VINATIORGA,Chemicals
VINAYAK POLYCON INTERNATIONAL LIMITED,VINAYAKPOL,Capital Goods
"Vindhya Telelinks Ltd.,",VINDHYATEL,Telecommunication
Vineet Laboratories Limited,VINEETLAB,Healthcare
VINTAGE COFFEE AND BEVERAGES LIMITED,VINCOFE,Services
Vintage Securities Ltd.,VINTAGES,Financial Services
"Vinyl Chemicals (India) Ltd.,",VINYLINDIA,Chemicals
Vinyoflex Ltd.,VINYOFL,Chemicals
VIP Clothing Limited,VIPCLOTHNG,Textiles
Vippy Spinpro Ltd.,VIPPYSP,Textiles
Vipul Limited,VIPUL,Realty
Vipul Organics Limited,VIPULORG,Chemicals
Virat Crane Industries Ltd,VIRATCRA,Fast Moving Consumer Goods
Virat Industries Ltd.,VIRAT,Textiles
Virinchi Limited,VIRINCHI,Information Technology
VIRTUAL GLOBAL EDUCATION LTD.,VIRTUALG,Consumer Services
Virtualsoft Systems Ltd.,VIRTUALS,Information Technology
Visa Steel Limited,VISASTEEL,Metals & Mining
Visagar Financial Services Ltd,VISAGAR,Financial Services
Visagar Polytex Ltd,VIVIDHA,Textiles
"Visaka Industries Ltd.,",VISAKAIND,Construction Materials
Visco Trade Associates Ltd,VISCO,Financial Services
Visesh Infotecnics Ltd.,VISESHINFO,Telecommunication
Vishal Bearings Limited,VISHALBL,Automobile and Auto Components
Vishal Fabrics Limited,VISHAL,Textiles
Vishnu Chemicals Limited,VISHNU,Chemicals
VISHVPRABHA VENTURES LIMITED,VISVEN,Services
Vishwaraj Sugar Industries Limited,VISHWARAJ,Fast Moving Consumer Goods
Vision Cinemas Limited,VISIONCINE,"Media, Entertainment & Publication"
Vision Corporation Ltd.,VISIONCO,"Media, Entertainment & Publication"
Vista Pharmaceuticals Ltd.,VISTAPH,Healthcare
Vistar Amar Limited,VISTARAMAR,Fast Moving Consumer Goods
Vitesse Agro Limited,VITESSE,Services
Vivanta Industries Limited,VIVANTA,Construction
Vivanza Biosciences Limited,VIVANZA,Healthcare
Vivid Global Industries Limited,VIVIDIND,Chemicals
VIVID MERCANTILE LIMITED,VIVIDM,Realty
Vivimed Labs Ltd.,VIVIMEDLAB,Healthcare
Vivo Bio tech Ltd.,VIVOBIOT,Healthcare
VJTF Eduservices Limited,VJTFEDU,Consumer Services
VLS Finance Limited,VLSFINANCE,Financial Services
V-Mart Retail Limited,VMART,Consumer Services
VMS INDUSTRIES LIMITED,VMS,Services
VODAFONE IDEA LIMITED,IDEA,Telecommunication
Voith Paper Fabrics India Ltd,VOITHPAPR,Textiles
"Voltaire Leasing & Finance Ltd.,",VOLLF,Financial Services
VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,Capital Goods
"Voltas Ltd.,",VOLTAS,Consumer Durables
